,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
10633,115521,"A.G. RHODES HOME, INC - COBB",900 WYLIE ROAD,MARIETTA,GA,30067,7704278727,Cobb,130,114.8,Medicare and Medicaid,5,5,2,2,3.93729,0.11924,4,0,1,1,1,7,59,22,35,1,,2,FP
10634,175467,KANSAS CHRISTIAN HOME,1035 SE 3RD STREET,NEWTON,KS,67114,3162836600,Harvey,73,63.1,Medicare and Medicaid,5,4,3,5,4.23791,0.02158,34,1,0,1,1,3,42,35,65,6,,3,PD
10635,225763,PALMER HEALTHCARE CENTER,250 SHEARER STREET,PALMER,MA,1069,4132838361,Hampden,61,57.4,Medicare and Medicaid,3,3,3,2,2.41353,0.04982,30,0,0,0,0,4,34,32,15,6,,3,FP
10636,265756,BETHESDA SOUTHGATE,5943 TELEGRAPH ROAD,SAINT LOUIS,MO,63129,3148462000,St. Louis,130,95.5,Medicare and Medicaid,4,3,4,4,4.3447,0.06668,46.667,0,0,0,0,3,33,44,65,5,5,4,PD
10637,265654,FOUNTAINBLEAU NURSING CENTER,"1349 HIGHWAY 61, PO BOX 700",FESTUS,MO,63028,6369373500,Jefferson,106,85,Medicare and Medicaid,3,3,3,2,2.8126,0.02138,42.667,0,1,0,0,6,38,64,65,5,5,3,No
10638,65400,POWERBACK REHABILITATION LAKEWOOD,7395 W EASTMAN PL,LAKEWOOD,CO,80227,3037308000,Denver,108,92,Medicare,5,4,5,4,4.60271,0.27751,18.667,0,1,0,0,3,46,30,84,2,,5,No
10639,175492,PARK VILLA,114 S HIGH ST,CLYDE,KS,66938,7854462818,Cloud,34,28.8,Medicare and Medicaid,1,1,1,2,3.72188,0.01908,,5,1,3,3,7,17,12,65,9,,1,FP
10640,165176,MERCYONE OELWEIN SENIOR CARE,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,3192836000,Fayette,39,31.4,Medicare and Medicaid,5,4,3,5,3.39547,0,7.333,0,0,0,0,3,6,35,55,7,5,3,FP
10641,175380,THE CEDARS,1021 CEDARS DRIVE,MCPHERSON,KS,67460,6202410919,Mcpherson,95,70.8,Medicare and Medicaid,2,2,2,3,4.61673,0.04895,85.333,3,1,1,1,6,26,23,65,8,,2,GP
10642,225668,MEADOWS OF CENTRAL MASSACHUSETTS (THE),111 HUNTOON MEMORIAL HIGHWAY,ROCHDALE,MA,1542,5088926808,Worcester,135,59.1,Medicare and Medicaid,2,1,3,4,4.77379,0.10506,103.333,0,0,0,0,5,17,34,15,6,5,3,FP
10643,165556,SUNNYCREST MANOR,2375 ROOSEVELT STREET,DUBUQUE,IA,52001,5635831781,Dubuque,77,73.3,Medicare and Medicaid,4,3,4,5,4.74096,0,21.333,2,2,0,0,5,13,45,55,5,5,4,PD
10644,185131,THE JORDAN CENTER,270 E CLAYTON LANE,LOUISA,KY,41230,6066384586,Lawrence,104,89.5,Medicare and Medicaid,4,4,2,3,3.40781,,15.333,1,0,0,0,6,44,23,45,3,5,2,No
10645,55448,DINUBA HEALTHCARE,1730 SOUTH COLLEGE AVE.,DINUBA,CA,93618,5595913300,Tulare,97,87.3,Medicare and Medicaid,2,1,5,2,3.96699,0.01536,125.667,4,4,1,2,5,19,52,94,8,,5,FP
10646,265791,BROOKING PARK,307 SOUTH WOODS MILL ROAD,CHESTERFIELD,MO,63017,3145765545,St. Louis,37,28.1,Medicare,5,4,5,4,4.19547,0.6597,31.333,0,1,0,0,3,41,54,65,9,5,5,GIM
10647,105911,MANORCARE HEALTH SERVICES WEST PALM BEACH,2300 VILLAGE BLVD,WEST PALM BEACH,FL,33409,5614781800,Palm Beach,120,103.7,Medicare and Medicaid,4,3,3,4,3.98903,0.09512,29.333,0,6,0,0,5,39,34,35,1,5,3,PD
10648,265362,MEADOW VIEW OF HARRISONVILLE HEALTH & REHAB,2203 EAST MECHANIC STREET,HARRISONVILLE,MO,64701,8163802622,Cass,120,81.5,Medicare and Medicaid,3,2,2,4,3.62779,0.01447,78,4,3,0,0,8,26,24,65,6,,2,FP
10649,145875,WARREN BARR LINCOLN PARK,2732 NORTH HAMPDEN COURT,CHICAGO,IL,60614,7732486000,Cook,109,81.9,Medicare and Medicaid,4,4,4,2,3.43178,0.07894,32,1,9,1,1,7,44,42,65,7,5,4,PD
10650,115672,PRUITTHEALTH - AUGUSTA HILLS,2122 CUMMING ROAD,AUGUSTA,GA,30904,7067378258,Richmond,126,78.1,Medicare and Medicaid,4,4,4,2,,0.02576,7.333,0,0,1,1,7,46,42,35,7,5,4,FP
10651,105826,EDGEWOOD NURSING CENTER,1771 EDGEWOOD AVE W,JACKSONVILLE,FL,32218,9047667436,Duval,60,53.7,Medicare and Medicaid,5,5,5,3,4.02688,0.03244,8,0,0,0,0,9,50,53,35,8,5,5,FP
10652,55160,COUNTRY VILLA PAVILION NURSING CENTER,5916 W. PICO BOULEVARD,LOS ANGELES,CA,90035,3239393184,Los Angeles,59,52.7,Medicare and Medicaid,4,4,4,2,4.00535,0.10394,50,3,7,0,0,3,40,42,91,5,5,4,No
10653,145612,"SPRINGS AT CRYSTAL LAKE, THE",1000 EAST BRIGHTON LANE,CRYSTAL LAKE,IL,60012,8154776569,Mc Henry,97,51.6,Medicare and Medicaid,5,3,5,4,4.1018,0.16313,52.667,1,3,0,0,8,31,54,65,9,,5,No
10654,55119,COUNTRY VILLA TERRACE NRSG CTR,6070 W. PICO BOULEVARD,LOS ANGELES,CA,90035,3236533980,Los Angeles,49,41.5,Medicare and Medicaid,4,4,4,3,4.38344,0.22748,42,3,0,0,0,3,43,43,91,9,,4,FP
10655,145727,POLO REHABILITATION & HCC,703 EAST BUFFALO,POLO,IL,61064,8159462203,Ogle,81,36,Medicare and Medicaid,4,4,2,3,3.27392,0.03829,22,1,0,0,0,8,42,87,65,7,5,2,FP
10656,215244,DEVLIN MANOR NURSING AND REHABILITATION CENTER,10301 NORTH EAST CHRISTIE ROAD,CUMBERLAND,MD,21502,3017241400,Allegany,124,101.4,Medicare and Medicaid,3,3,3,3,3.24451,0.02061,61.333,5,3,0,0,3,32,33,25,4,5,3,GER
10657,265195,ST ANDREW'S AT FRANCIS PLACE,300 FORBY ROAD,EUREKA,MO,63025,6369385151,St. Louis,106,86.3,Medicare and Medicaid,2,2,3,2,2.64071,0.03283,41.333,2,0,0,0,6,26,32,65,9,,3,PD
10658,165580,URBANDALE HEALTH CARE CENTER,4614 NW 84TH STREET,URBANDALE,IA,50322,5152706838,Polk,114,91,Medicare and Medicaid,2,2,4,2,3.05672,0.12339,42,0,3,0,0,5,20,50,55,8,5,4,PD
10659,45391,THREE RIVERS HEALTHCARE AND REHABILITATION,33904 HIGHWAY 63 E,MARKED TREE,AR,72365,8703582432,Poinsett,110,100.2,Medicare and Medicaid,2,2,4,2,4.07093,0.02319,76.667,3,2,4,4,8,20,42,73,1,,4,No
10660,145519,WHITE HALL NURSING & REHAB CENTER,620 WEST BRIDGEPORT,WHITE HALL,IL,62092,2173742144,Greene,119,108,Medicare and Medicaid,1,1,3,2,2.63626,0.10677,112.667,1,21,2,2,2,16,29,65,9,5,3,FP
10661,265472,BRENT B TINNIN MANOR,220 EUEL POLK DRIVE,ELLINGTON,MO,63638,5736632545,Reynolds,60,29.2,Medicare and Medicaid,4,4,3,3,3.71719,0.00269,26.667,0,0,0,0,5,47,33,65,7,5,3,PD
10662,1.40E+178,CRESTWOOD TERRACE,13301 SOUTH CENTRAL AVENUE,CRESTWOOD,IL,60445,7085975251,Cook,126,112.5,Medicaid,2,2,2,2,1.68497,0,65.333,1,9,0,0,7,4,22,64,4,,2,PD
10663,175246,BELLEVILLE HEALTH CARE CENTER,2626 WESLEYAN DR,BELLEVILLE,KS,66935,7855275636,Republic,72,44.7,Medicare and Medicaid,1,1,1,2,3.38456,0.04502,98,1,19,1,1,7,13,12,65,4,5,1,FP
10664,105343,HEATHER HILL HEALTHCARE CENTER,6630 KENTUCKY AVE,NEW PORT RICHEY,FL,34653,7278496939,Pasco,105,91.1,Medicare and Medicaid,2,2,3,3,3.98402,0.06277,47.333,0,7,1,1,7,29,33,35,4,,3,PD
10665,65325,MOUNT ST FRANCIS NURSING CENTER,7550 ASSISI HTS,COLORADO SPRINGS,CO,80919,7195981336,El Paso,110,103.2,Medicare and Medicaid,5,3,5,5,3.57327,0.04971,,0,0,0,0,7,35,55,83,5,5,5,FP
10666,55845,LEISURE GLEN POST ACUTE CARE CENTER,330 MISSION ROAD,GLENDALE,CA,91205,8182474476,Los Angeles,125,109.1,Medicare and Medicaid,2,1,5,2,3.8617,0.06852,153.333,7,20,1,2,8,18,52,98,5,5,5,FP
10667,215203,AUTUMN LAKE HEALTHCARE AT RIVERVIEW,1 EASTERN BOULEVARD,ESSEX,MD,21221,4105741400,Baltimore,238,227.7,Medicare and Medicaid,5,4,5,2,2.99601,0.08969,46.667,1,11,0,0,4,49,52,25,2,5,5,No
10668,165494,TRIPOLI NURSING & REHAB,604 THIRD STREET SW,TRIPOLI,IA,50676,3198824269,Bremer,28,23.5,Medicare and Medicaid,4,4,4,4,3.71508,0.01651,10.667,0,0,0,0,3,47,44,55,9,5,4,No
10669,105512,CLERMONT HEALTH AND REHABILITATION CENTER,151 E MINNEHAHA AVE,CLERMONT,FL,34711,3523942188,Lake,182,172.4,Medicare and Medicaid,3,2,4,4,3.82695,0.08885,,0,5,0,0,3,28,44,35,1,,4,FP
10670,35279,ACACIA HEALTH CENTER,4555 EAST MAYO BLVD,PHOENIX,AZ,85050,4803845600,Maricopa,78,68.7,Medicare,5,5,5,5,5.06801,0.15034,8.667,0,1,0,0,4,50,55,82,9,5,5,FP
10671,265643,VILLAGE CARE CENTER INC,810 EAST EDWARDS STREET,MARYVILLE,MO,64468,6605623515,Nodaway,46,35.2,Medicare and Medicaid,4,3,3,4,3.83045,0.00687,,0,0,0,0,6,38,34,65,4,,3,GP
10672,155556,MILLER'S MERRY MANOR,300 FAIRGROUNDS RD,TIPTON,IN,46072,7656758791,Tipton,150,127.5,Medicare and Medicaid,5,5,2,4,3.65865,0.03822,2.667,0,0,0,0,7,56,24,45,5,5,2,FP
10673,35070,CASAS ADOBES POST ACUTE REHAB CENTER,1919 WEST MEDICAL STREET,TUCSON,AZ,85704,5202978311,Pima,230,105.3,Medicare and Medicaid,2,2,3,3,4.045,0.05528,40,0,3,0,0,5,20,33,80,2,5,3,PD
10674,225486,PRESENTATION REHAB AND SKILLED CARE CENTER,10 BELLAMY STREET,BOSTON,MA,2135,6177828113,Suffolk,122,112.7,Medicare and Medicaid,2,2,4,3,3.5209,0.09518,51,0,0,1,1,6,25,43,25,8,,4,No
10675,265600,LUTHERAN CONVALESCENT HOME,723 SOUTH LACLEDE STATION RD,WEBSTER GROVES,MO,63119,3149685570,St. Louis,138,123.4,Medicare and Medicaid,5,5,5,5,5.29077,0.06066,11.333,0,0,0,0,3,52,55,65,6,5,5,PD
10676,245254,REGINA SENIOR LIVING,1175 NININGER ROAD,HASTINGS,MN,55033,6514041515,Dakota,57,52.5,Medicare and Medicaid,4,4,4,4,4.20678,0.09678,26.667,2,0,0,0,6,42,44,55,5,5,4,PD
10677,125057,KULANA MALAMA,91-1360 KARAYAN STREET,EWA BEACH,HI,96706,8086811203,Honolulu,30,26.1,Medicare and Medicaid,2,1,5,5,10.54242,0.05878,256.833,0,2,1,2,8,15,55,95,5,5,5,PD
10678,75394,LONG RIDGE POST-ACUTE CARE,710 LONG RIDGE ROAD,STAMFORD,CT,6902,2033294026,Fairfield,120,112.1,Medicare and Medicaid,2,2,3,3,,0.09595,49.333,2,3,1,1,2,27,33,63,4,,3,FP
10679,05A411,SAKURA INTERMEDIATE CARE FACILITY,325 SOUTH BOYLE AVE,LOS ANGELES,CA,90033,3232639655,Los Angeles,90,79.8,Medicaid,5,4,5,3,2.71658,0.00453,46.667,2,1,0,0,3,47,53,22,3,5,5,PD
10680,155676,MILNER COMMUNITY HEALTH CARE,370 E MAIN ST,ROSSVILLE,IN,46065,7653792112,Clinton,80,58.4,Medicare and Medicaid,3,3,4,3,3.90532,0.00798,47.333,0,7,0,0,7,39,43,45,7,5,4,FP
10681,105622,DEERFIELD BEACH HEALTH AND REHABILITATION CENTER,401 EAST SAMPLE ROAD,POMPANO BEACH,FL,33064,9549414100,Broward,194,183.7,Medicare and Medicaid,2,2,3,3,3.80412,0.12541,40,0,7,0,0,9,28,33,35,1,5,3,PD
10682,105774,CROSSBREEZE CARE CENTER,1755 18TH ST,SARASOTA,FL,34230,9419554915,Sarasota,101,90.3,Medicare and Medicaid,4,4,4,4,3.90127,0.05014,14,0,7,1,1,9,49,44,35,7,5,4,No
10683,225687,HILLCREST COMMONS NURSING & REHABILITATION CENTER,169 VALENTINE ROAD,PITTSFIELD,MA,1201,4134452300,Berkshire,265,221.7,Medicare and Medicaid,1,1,2,2,3.28416,0.04111,104,1,0,2,2,4,12,22,15,8,,2,No
10684,225288,CARE ONE AT LEXINGTON,178 LOWELL STREET,LEXINGTON,MA,2420,7818627400,Middlesex,211,139.5,Medicare and Medicaid,2,2,4,3,3.78241,0.12201,31.333,0,2,1,1,7,27,43,25,8,,4,FP
10685,56274,RED BLUFF HEALTH CARE CENTER,555 LUTHER ROAD,RED BLUFF,CA,96080,5305276232,Tehama,58,46.5,Medicare and Medicaid,5,5,5,2,3.87017,0.03398,21.333,1,2,0,0,5,58,52,92,4,5,5,FP
10686,55078,PARKWAY HILLS NURSING & REHABILITATION,7760 PARKWAY DRIVE,LA MESA,CA,91942,6194690124,San Diego,60,59.3,Medicare and Medicaid,3,2,5,2,3.50172,0.07343,103.5,2,13,1,1,6,25,52,90,8,,5,GP
10687,145489,PIPER CITY REHAB & LIVING CTR,"600 MAPLE STREET, PO BOX 68",PIPER CITY,IL,60959,8156862277,Ford,60,42.4,Medicare and Medicaid,1,1,2,2,2.89783,0.01457,116.667,0,0,0,0,8,18,22,65,8,5,2,FP
10688,15451,FLORALA HEALTH AND REHABILITATION LLC,23621 GOLDENROD AVENUE,FLORALA,AL,36442,3348588585,Covington,85,73.6,Medicare and Medicaid,5,5,4,3,4.1771,0.01647,6,0,0,0,0,3,51,43,34,8,,4,PD
10689,255261,THE OAKS REHABILITATION AND HEALTHCARE CENTER,3716 HIGHWAY 39 NORTH,MERIDIAN,MS,39301,6014827164,Lauderdale,82,76,Medicare and Medicaid,1,2,1,3,3.45261,0.0159,37.333,0,2,1,1,6,24,61,35,6,,1,No
10690,175481,MOUNT HOPE NURSING CENTER,704 E MAIN STREET,MOUNT HOPE,KS,67108,3166672431,Sedgwick,40,34.2,Medicare and Medicaid,2,1,5,4,4.13469,0,179.167,3,2,3,3,3,13,54,65,8,5,5,PD
10691,45302,"INNISFREE HEALTH AND REHAB, LLC",301 SOUTH 24TH STREET,ROGERS,AR,72758,4796365545,Benton,80,67.7,Medicare and Medicaid,3,2,5,3,4.36088,0.03765,76,0,0,0,0,4,23,53,73,8,5,5,PD
10692,165215,LYON SPECIALTY CARE,1010 SOUTH UNION,ROCK RAPIDS,IA,51246,7124723748,Lyon,45,33,Medicare and Medicaid,3,2,5,3,3.38644,0.04008,32.667,0,0,0,0,7,23,75,55,2,5,5,No
10693,106103,GULFPORT REHABILITATION CENTER,1430 PASADENA AVE S,PASADENA,FL,33707,7273471257,Pinellas,126,73.2,Medicare and Medicaid,2,2,3,3,4.21222,0.08452,40,0,1,0,0,7,22,33,36,1,5,3,FP
10694,15193,CROWNE HEALTH CARE OF GREENVILLE,408 COUNTRY CLUB DRIVE,GREENVILLE,AL,36037,3343822693,Butler,118,101.2,Medicare and Medicaid,4,3,3,4,4.33244,0.02281,19.333,0,0,0,0,3,33,34,31,3,,3,FP
10695,55493,MID-TOWN OAKS POST-ACUTE,2600 L STREET,SACRAMENTO,CA,95816,9163219440,Sacramento,87,89.4,Medicare and Medicaid,4,3,5,3,4.34784,0.23525,,2,5,0,0,9,33,53,94,3,5,5,GP
10696,75013,CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR,565 VERNON STREET,MANCHESTER,CT,6040,8606435151,Hartford,155,105.3,Medicare and Medicaid,2,2,4,2,3.76433,0.15863,64,2,2,2,2,8,27,42,60,3,,4,FP
10697,56169,ALAMITOS WEST HEALTH & REHABILITATION,3902 KATELLA AVENUE,LOS ALAMITOS,CA,90720,5625965561,Orange,194,134.6,Medicare and Medicaid,4,3,5,2,,0.08257,72.667,1,1,0,0,5,39,52,91,9,5,5,PD
10698,225440,MEADOW GREEN NURSING AND REHABILITATION CENTER,45 WOBURN STREET,WALTHAM,MA,2453,7818998600,Middlesex,123,113.4,Medicare and Medicaid,3,2,5,3,3.59677,0.15479,52,0,1,1,1,7,25,53,25,4,5,5,No
10699,55308,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,9461 BATEY AVENUE,ELK GROVE,CA,95624,9166859525,Sacramento,136,128.5,Medicare and Medicaid,5,3,5,4,4.13321,0.04995,66,6,14,0,0,9,31,54,93,8,5,5,FP
10700,155818,HEARTHSTONE HEALTH CAMPUS,3043 NORTH LINTEL DRIVE,BLOOMINGTON,IN,47404,8123337622,Monroe,64,58.2,Medicare and Medicaid,3,3,4,2,3.31394,0.04381,30.667,0,1,0,0,8,33,42,45,8,,4,No
10701,135087,OWYHEE HEALTH & REHABILITATION CENTER,108 WEST OWYHEE,HOMEDALE,ID,83628,2083373168,Owyhee,49,50.7,Medicare and Medicaid,5,4,5,3,4.21379,0.04529,21.333,0,0,0,0,2,42,53,85,8,5,5,PD
10702,155539,BERTHA D GARTEN KETCHAM MEMORIAL CENTER,601 E RACE ST,ODON,IN,47562,8126364920,Daviess,62,57,Medicare and Medicaid,5,4,5,4,3.90293,0.02683,19.333,0,0,0,0,8,49,89,45,3,,5,FP
10703,115468,PRUITTHEALTH - BLUE RIDGE,99 OUIDA STREET,BLUE RIDGE,GA,30513,7066322271,Fannin,101,76,Medicare and Medicaid,1,1,3,3,3.82194,0.07148,153.667,0,3,2,2,7,18,78,35,6,5,3,PD
10704,105458,SIGNATURE HEALTHCARE OF ORMOND,103 NORTH CLYDE MORRIS BLVD,ORMOND BEACH,FL,32174,3866730450,Volusia,60,56,Medicare and Medicaid,2,2,4,3,4.14125,0.08936,36.667,0,0,0,0,3,21,38,35,5,,4,FP
10705,145307,"GROVE OF LAGRANGE PARK, THE",701 NORTH LAGRANGE ROAD,LA GRANGE PARK,IL,60526,7083547300,Cook,131,111.4,Medicare and Medicaid,2,2,3,3,2.49156,0.05588,74,0,5,0,0,7,24,33,65,1,5,3,FP
10706,4.00E+90,NEWTON COUNTY NURSING HOME,610 EAST COURT STREET,JASPER,AR,72641,8704462333,Newton,70,60.6,Medicaid,5,5,3,4,3.97964,0.03194,15.333,0,0,0,0,8,59,34,70,4,5,3,No
10707,215082,AUTUMN LAKE HEALTHCARE AT PIKESVILLE,7 SUDBROOK LANE,PIKESVILLE,MD,21208,4104868771,Baltimore,140,105.3,Medicare and Medicaid,2,1,5,3,4.04794,0.10024,156.333,3,3,0,0,4,10,53,25,8,5,5,PD
10708,165540,COUNTRYSIDE HEALTH CARE CENTER,6120 MORNINGSIDE AVENUE,SIOUX CITY,IA,51106,7122763000,Woodbury,69,39.5,Medicare and Medicaid,1,1,4,3,3.38534,0.02411,116.833,1,4,2,3,7,13,43,55,4,,4,FP
10709,45351,CARE MANOR NURSING AND REHAB,804 BURNETT DRIVE,MOUNTAIN HOME,AR,72653,8704245030,Baxter,104,94.8,Medicare and Medicaid,5,4,5,2,3.72248,0.05509,32.667,0,6,0,0,8,47,52,73,1,5,5,FP
10710,115543,MAPLE RIDGE HEALTH CARE CENTER,22 MAPLE RIDGE DRIVE S.E.,CARTERSVILLE,GA,30120,7706068800,Bartow,74,71.1,Medicare and Medicaid,4,4,5,1,3.20161,0.00176,,0,0,0,0,7,42,51,35,4,5,5,GP
10711,105723,HEARTLAND HEALTH CARE CENTER FORT MYERS,1600 MATTHEW DRIVE,FORT MYERS,FL,33907,2392756067,Lee,120,100,Medicare and Medicaid,2,2,4,3,,0.1492,46,1,7,1,1,2,29,23,35,1,5,4,FP
10712,265787,LAVERNA SENIOR LIVING,904 HALL AVENUE,SAVANNAH,MO,64485,8163243185,Andrew,120,91.3,Medicare and Medicaid,2,2,4,2,3.51116,0.0283,79.333,1,1,0,0,8,25,42,65,8,5,4,PD
10713,55866,PLUM TREE CARE CENTER,2580 SAMARITAN DRIVE,SAN JOSE,CA,95124,4083568181,Santa Clara,76,63.5,Medicare and Medicaid,3,2,4,4,4.66586,0.26062,82,1,3,0,0,4,26,44,98,6,,4,No
10714,225471,JESMOND NURSING HOME,271 NAHANT ROAD,NAHANT,MA,1908,7815810420,Essex,57,49.4,Medicare and Medicaid,4,3,5,2,3.27652,0.01067,46.667,0,0,0,0,7,32,52,15,7,,5,FP
10715,255163,MEMORIAL WOODLAND VILLAGE NURSING CENTER,5427 GEX ROAD,DIAMONDHEAD,MS,39525,2282554832,Hancock,132,115.9,Medicare and Medicaid,1,1,1,2,3.96595,0.02063,278,1,0,2,3,2,19,12,35,6,5,1,No
10716,65217,CANON LODGE CARE CENTER,905 HARDING AVE,CANON CITY,CO,81212,7192754106,Fremont,60,41.8,Medicare and Medicaid,4,3,5,3,3.32393,0.06929,38.667,0,3,0,0,7,33,53,82,7,5,5,PD
10717,245384,NORTH SHORE HEALTH,515 - 5TH AVENUE WEST,GRAND MARAIS,MN,55604,2183873040,Cook,37,36.3,Medicare and Medicaid,5,4,4,5,3.98443,0.00973,25.333,1,0,0,0,2,49,45,55,8,,4,FP
10718,265430,BIG RIVER NURSING & REHAB,6400 THE CEDARS COURT,CEDAR HILL,MO,63016,6362741777,Jefferson,150,96.9,Medicare and Medicaid,2,2,2,3,3.00196,0.01447,83.667,1,9,1,1,6,20,23,65,3,5,2,PD
10719,35233,HAVEN OF GLOBE,1100 MONROE STREET,GLOBE,AZ,85501,9284255721,Gila,104,90.2,Medicare and Medicaid,3,2,5,2,3.01215,0.0521,31.333,3,0,0,0,9,20,52,82,3,,5,FP
10720,255213,MEADVILLE CONVALESCENT HOME,300 HWY 556/ROUTE 2 BOX 66,MEADVILLE,MS,39653,6013845861,Franklin,60,57.6,Medicare and Medicaid,2,3,1,3,3.98778,0,17.333,0,0,0,0,6,5,13,35,2,5,1,FP
10721,15206,DECATUR HEALTH & REHAB CENTER,2326 MORGAN AVENUE SOUTHWEST,DECATUR,AL,35603,2563405765,Morgan,119,109.4,Medicare and Medicaid,5,5,5,2,3.50955,0.02374,,0,1,0,0,2,55,52,32,6,5,5,No
10722,145953,PRAIRIEVIEW LUTHERAN HOME,"P O BOX 4, 403 NORTH FOURTH STREET",DANFORTH,IL,60930,8152692970,Iroquois,51,79.6,Medicare and Medicaid,5,4,5,5,5.41991,0.03675,29.333,0,5,0,0,8,44,55,65,5,5,5,GER
10723,225644,SALEM REHAB CENTER,7 LORING HILLS AVENUE,SALEM,MA,1970,9787415700,Essex,123,104.4,Medicare and Medicaid,3,3,3,3,3.57792,0.04125,30,0,0,0,0,9,35,33,15,4,5,3,FP
10724,65405,"SUITES PARKER, THE",9398 CROWN CREST BLVD,PARKER,CO,80138,7208513300,Douglas,154,116,Medicare and Medicaid,1,1,2,2,3.01262,0.03971,136,0,12,0,0,7,10,75,84,5,,2,PD
10725,105951,BRANDON HEALTH AND REHABILITATION CENTER,1465 OAKFIELD DR,BRANDON,FL,33511,8136550404,Hillsborough,120,115.1,Medicare and Medicaid,2,1,5,2,4.25801,0.07608,56.667,0,17,1,1,8,12,52,35,5,,5,GP
10726,56298,PARK CENTRAL CARE AND REHABILITATION CENTER,2100 PARKSIDE DRIVE,FREMONT,CA,94536,5107975300,Alameda,99,81.8,Medicare and Medicaid,4,4,4,2,3.81546,0.18802,29.333,0,0,0,0,5,48,42,92,8,5,4,FP
10727,125004,GARDEN ISLE HEALTHCARE AND REHABILITATION CENTER,"3-3420 KUHIO HIGHWAY, SUITE 300",LIHUE,HI,96766,8082451802,Kauai,110,91.2,Medicare and Medicaid,5,5,5,4,4.17045,0.06388,20,0,0,0,0,8,51,54,95,1,5,5,PD
10728,245328,PARMLY ON THE LAKE LLC,28210 OLD TOWNE ROAD,CHISAGO CITY,MN,55013,6512570575,Chisago,91,81.6,Medicare and Medicaid,2,1,5,4,4.2952,0.06015,79,2,0,0,0,6,12,54,55,9,5,5,PD
10729,105807,MADISON HEALTH AND REHABILITATION CENTER,2481 WEST US 90,MADISON,FL,32340,8509734880,Madison,60,55,Medicare and Medicaid,4,5,1,4,4.3557,0.09935,8.667,0,0,0,0,8,53,87,35,6,5,1,FP
10730,155747,ADAMS WOODCREST,1300 MERCER AVE,DECATUR,IN,46733,2607243311,Adams,143,86.7,Medicare and Medicaid,5,5,4,3,,0.1159,3.333,1,0,0,0,2,54,43,45,4,5,4,No
10731,115350,DELMAR GARDENS OF GWINNETT,3100 CLUB DRIVE,LAWRENCEVILLE,GA,30044,7709233100,Gwinnett,67,60.7,Medicare and Medicaid,3,3,3,3,3.59666,0.09336,16,0,0,0,0,7,35,33,35,5,5,3,PD
10732,145708,COUNTRY HEALTH,2304 C R 3000 N,GIFFORD,IL,61847,2175687362,Champaign,89,85,Medicare and Medicaid,2,2,2,3,3.30572,0.02409,78.333,0,3,1,1,2,23,28,65,8,,2,FP
10733,245599,DIVINE PROVIDENCE COMMUNITY HOME,700 THIRD AVENUE NORTHWEST,SLEEPY EYE,MN,56085,5077943011,Brown,53,45.8,Medicare and Medicaid,5,4,5,4,4.04037,0.03807,22,0,0,0,0,5,40,54,55,9,5,5,PD
10734,115403,QUINTON MEM HC & REHAB CENTER,1115 PROFESSIONAL BLVD,DALTON,GA,30720,7062264642,Whitfield,120,109.7,Medicare and Medicaid,3,3,5,1,3.36833,0.0373,14,0,0,0,0,7,33,51,35,3,,5,FP
10735,165557,DEERFIELD RETIREMENT COMMUNITY INC,13731 HICKMAN ROAD,URBANDALE,IA,50323,5152670438,Polk,30,25.5,Medicare,3,2,4,4,5.19083,0.09431,28,1,7,0,0,5,21,44,55,5,5,4,PD
10736,105420,LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE,315 S FLAGLER DR,WEST PALM BEACH,FL,33401,5616558544,Palm Beach,132,121.2,Medicare and Medicaid,5,3,5,5,4.45503,0.04737,29.333,2,2,0,0,5,34,55,35,1,5,5,No
10737,35254,WINSLOW CAMPUS OF CARE,826 WEST DESMOND STREET,WINSLOW,AZ,86047,9282894678,Navajo,119,109.1,Medicare and Medicaid,2,2,4,3,3.74836,0.02311,50,3,3,0,0,9,27,43,82,4,5,4,No
10738,245371,PRAIRIE VIEW SENIOR LIVING,250 FIFTH STREET EAST,TRACY,MN,56175,5076293331,Lyon,45,41.1,Medicare and Medicaid,5,5,2,3,3.30497,0.01172,13.333,1,0,0,0,5,53,23,55,7,5,2,FP
10739,215022,KING DAVID NURSING AND REHABILITATION CENTER,4204 OLD MILFORD MILL ROAD,BALTIMORE,MD,21208,4104861500,Baltimore,100,90.8,Medicare and Medicaid,3,3,4,2,3.85658,0.0745,59.333,1,6,0,0,4,38,42,25,1,5,4,FP
